"","genes","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380","width"
"11822","ENSMUSG00000046341",66,38,30,49,41,45,74,66,103,85,80,75,104,61,71,45,450
"11823","ENSMUSG00000046351",5588,3775,2326,3241,4657,4805,4022,4173,3888,4892,4121,3440,3635,2624,5356,3742,16106
"11824","ENSMUSG00000046352",68,20,40,20,20,20,20,20,20,20,20,20,305,231,404,478,6103
"11825","ENSMUSG00000046364",57239,34010,31311,28322,31033,36909,28676,27444,34674,28299,32249,24080,43471,26385,33675,27657,3221
"11826","ENSMUSG00000046367",40,47,80,106,50,102,80,80,60,90,90,72,56,49,22,28,8742
"11827","ENSMUSG00000046372",107,100,213,154,132,70,136,48,133,42,40,20,20,20,20,20,3392
"11828","ENSMUSG00000046378",20,30,20,20,20,20,29,30,179,115,169,190,126,130,53,41,4016
"11829","ENSMUSG00000046380",2672,1964,1813,1752,3556,4154,2115,2013,1370,1380,1657,1334,2138,1246,2312,2200,7235
"11830","ENSMUSG00000046387",20,20,20,20,20,20,20,20,20,20,20,20,25,20,20,20,4660
"11831","ENSMUSG00000046402",414,334,333,837,826,751,1104,907,1141,660,378,352,496,200,494,420,23615
"11832","ENSMUSG00000046404",1143,905,1609,1430,664,758,624,473,448,452,414,337,433,495,518,418,7032
"11833","ENSMUSG00000046408",54,57,29,30,45,38,65,79,56,66,45,63,61,143,145,113,3269
"11834","ENSMUSG00000046410",140,174,156,155,160,168,98,136,156,166,286,240,632,376,753,444,10590
"11835","ENSMUSG00000046415",34,192,43,40,26,30,37,58,39,36,36,47,24,41,20,20,22895
"11836","ENSMUSG00000046417",989,2336,827,825,1071,1132,1213,1144,825,1008,865,911,606,1157,1369,1455,43640
"11837","ENSMUSG00000046432",10816,8230,9382,11506,18380,22352,18689,17115,19020,13290,10384,8517,10930,9177,11611,10537,1726
"11838","ENSMUSG00000046434",57967,54970,48266,54137,63263,71733,59522,53404,67653,56917,77780,47993,85209,65465,81560,58580,6261
"11839","ENSMUSG00000046435",58,24,156,100,227,42,94,20,76,20,43,20,34,20,20,20,9704
"11840","ENSMUSG00000046441",2032,1006,878,1018,1283,1474,936,854,1008,639,917,512,1480,1136,1483,1340,8822
"11841","ENSMUSG00000046442",231,433,134,210,150,157,109,162,69,190,77,135,117,193,490,351,132118
"11842","ENSMUSG00000046447",1580,926,364,287,204,261,222,297,133,187,100,88,64,52,52,21,5810
"11843","ENSMUSG00000046449",4180,4986,5410,6673,14180,15902,11346,11681,10481,10724,6022,5089,2840,3022,1268,1422,123752
"11844","ENSMUSG00000046456",24,20,20,20,27,31,32,34,20,38,27,26,20,20,22,27,18418
"11845","ENSMUSG00000046463",113,115,69,101,131,102,69,92,133,142,102,101,194,204,326,242,11914
"11846","ENSMUSG00000046470",20,20,20,20,20,20,20,20,20,20,20,20,51,35,36,20,1805
"11847","ENSMUSG00000046480",44,20,20,28,20,20,20,20,20,20,20,20,20,20,20,20,15758
"11848","ENSMUSG00000046490",20,20,20,20,20,20,20,20,20,20,20,20,23,20,26,20,7225
"11849","ENSMUSG00000046500",303,177,122,119,30,30,98,170,489,653,636,619,840,854,389,455,229211
"11850","ENSMUSG00000046516",1221,1090,1153,1416,1692,1843,1409,1575,1210,1423,916,764,720,752,980,696,5773
"11851","ENSMUSG00000046519",2769,1892,1639,2005,2320,2498,1955,2060,1797,1431,1246,902,1670,926,2234,1552,30314
"11852","ENSMUSG00000046523",55,217,128,158,82,114,91,71,45,94,51,78,37,98,156,122,11198
"11853","ENSMUSG00000046532",34,32,30,20,70,76,40,100,323,286,695,690,645,334,736,529,174447
"11854","ENSMUSG00000046541",1405,944,523,404,834,737,987,593,739,467,530,347,497,300,492,343,6083
"11855","ENSMUSG00000046546",2146,932,1234,964,2540,3112,2043,1843,2808,2152,1286,972,1492,1157,942,878,3075
"11856","ENSMUSG00000046550",160,68,148,208,256,282,176,220,235,106,318,147,620,169,386,270,2019
"11857","ENSMUSG00000046556",1068,677,671,593,563,541,514,346,298,263,310,303,446,340,513,421,8940
"11858","ENSMUSG00000046561",51,26,94,105,91,152,56,44,74,92,125,75,67,22,20,20,76692
"11859","ENSMUSG00000046562",9556,6863,5246,5836,6563,6753,5326,5176,4500,4030,4476,3718,5934,4067,4252,3521,12426
"11860","ENSMUSG00000046567",1028,796,553,598,973,986,682,814,723,879,554,523,783,662,1036,703,18159
"11861","ENSMUSG00000046572",11022,11632,9225,9027,15719,17196,17450,18444,16602,19656,9214,8951,8625,8782,6426,5964,16343
"11862","ENSMUSG00000046573",880,601,616,694,690,673,668,617,1244,789,904,742,1489,1064,1206,1030,139132
"11863","ENSMUSG00000046574",3554,1424,856,542,1424,1018,2201,1043,2145,1050,1983,2556,2337,1137,2147,1017,25319
"11864","ENSMUSG00000046580",84,50,58,63,104,107,148,68,148,78,123,139,183,147,117,132,292
"11865","ENSMUSG00000046589",56,20,48,20,38,67,20,20,23,20,23,20,72,52,96,101,10644
"11866","ENSMUSG00000046591",12855,15354,25625,21696,15031,15364,13035,10328,6757,8003,5628,5424,4879,3785,4161,3213,37953
"11867","ENSMUSG00000046593",20,20,20,20,20,20,20,20,20,20,20,20,22,20,20,20,4989
"11868","ENSMUSG00000046598",7312,3413,3874,5177,1901,2223,1599,1710,2034,1818,1162,903,834,578,461,343,36622
"11869","ENSMUSG00000046603",577,443,337,334,876,725,544,574,689,539,705,475,778,631,1023,695,30796
"11870","ENSMUSG00000046605",1012,1360,517,598,930,1043,959,999,1113,1064,1014,951,1225,1445,1363,1260,56957
"11871","ENSMUSG00000046607",422,207,116,32,28,28,20,31,20,86,136,94,838,1312,784,628,24831
"11872","ENSMUSG00000046610",20,20,20,20,21,21,27,20,36,30,36,27,26,20,26,20,53334
"11873","ENSMUSG00000046613",39,46,48,48,55,51,39,53,48,59,76,94,76,67,87,65,15907
"11874","ENSMUSG00000046618",20,20,20,20,20,20,20,20,28,22,20,37,102,54,367,253,31776
"11875","ENSMUSG00000046620",20,20,20,20,20,20,20,22,20,20,20,20,20,20,20,20,474
"11876","ENSMUSG00000046623",418,194,111,135,120,170,36,20,20,20,20,20,20,20,20,20,2996
"11877","ENSMUSG00000046634",35,53,20,21,51,57,24,40,53,45,20,30,20,20,20,27,146559
"11878","ENSMUSG00000046636",23,20,20,20,20,20,20,20,21,20,20,20,20,20,22,20,1113
"11879","ENSMUSG00000046637",42,36,36,22,39,36,32,21,30,27,51,65,52,43,71,57,29669
"11880","ENSMUSG00000046658",719,474,250,206,276,263,316,221,332,273,274,154,275,207,482,318,20326
"11881","ENSMUSG00000046667",720,639,550,615,1042,1267,751,751,605,663,505,367,453,318,333,296,6468
"11882","ENSMUSG00000046668",6127,2762,1944,2097,2734,3295,2238,2092,2298,2051,1848,1620,3374,2214,4755,2952,32292
"11883","ENSMUSG00000046671",3910,2937,2819,3360,4392,4517,4835,4484,5859,4439,4399,3537,6126,3691,3585,2956,9838
"11884","ENSMUSG00000046675",969,701,842,1121,717,807,587,588,527,581,555,380,518,427,557,475,3800
"11885","ENSMUSG00000046679",839,758,535,459,771,676,827,684,811,614,801,610,904,892,900,890,35127
"11886","ENSMUSG00000046687",684,304,379,340,280,292,167,192,174,112,82,68,120,52,38,62,1240
"11887","ENSMUSG00000046688",20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,31,42360
"11888","ENSMUSG00000046691",366,272,176,174,235,310,266,332,353,277,372,302,406,287,407,343,9739
"11889","ENSMUSG00000046694",440,267,160,178,358,671,300,311,299,258,225,234,460,220,431,227,7807
"11890","ENSMUSG00000046697",20,20,20,20,32,30,20,20,20,20,20,20,20,20,20,20,5034
"11891","ENSMUSG00000046699",20,20,20,20,20,24,22,30,36,20,20,20,94,28,162,99,12112
"11892","ENSMUSG00000046707",6903,5433,4836,4946,5910,6270,5705,5313,8288,5915,7785,6432,11685,6390,9350,6032,43944
"11893","ENSMUSG00000046709",20,23,20,21,45,47,38,32,91,66,184,122,114,136,136,98,303387
"11894","ENSMUSG00000046711",8124,3733,3098,3478,3870,4504,4726,4521,8940,5078,9040,6851,16037,9817,12660,9869,7178
"11895","ENSMUSG00000046717",38,24,46,44,86,68,46,44,46,30,38,20,20,20,20,20,1456
"11896","ENSMUSG00000046718",665,268,216,216,310,320,711,666,1942,1512,3339,2569,5037,4880,6209,6071,3202
"11897","ENSMUSG00000046719",152,70,46,77,104,114,218,230,275,158,141,122,68,28,20,20,4726
"11898","ENSMUSG00000046721",5533,3491,2896,2998,3379,4024,2981,2953,3949,2844,3131,2427,4509,2931,3536,3138,653
"11899","ENSMUSG00000046722",9392,6303,5495,5809,6957,8364,5096,4673,8037,4668,8325,6159,9088,5327,5630,4172,7678
"11900","ENSMUSG00000046727",1958,1583,1513,1447,1360,1504,1013,1054,771,831,278,298,629,693,1031,737,60578
"11901","ENSMUSG00000046731",112,45,421,354,222,351,227,168,99,111,157,126,276,195,556,280,3146
"11902","ENSMUSG00000046733",1706,1016,1082,1301,1969,2968,1178,1106,351,672,70,94,34,66,20,26,19059
"11903","ENSMUSG00000046743",20,20,20,36,20,37,20,20,42,28,149,116,77,48,36,52,125046
"11904","ENSMUSG00000046750",40,23,35,23,20,20,20,20,20,20,20,20,20,20,26,31,6535
"11905","ENSMUSG00000046753",1713,2212,1700,1773,2559,2659,1902,1983,1661,1801,1567,1345,1823,1730,2850,2207,27371
"11906","ENSMUSG00000046756",5843,3801,4195,4894,5867,6481,6187,5299,7317,4118,6715,4790,6261,4272,3616,3425,4112
"11907","ENSMUSG00000046761",665,451,690,558,858,1080,1218,962,937,549,592,506,1312,623,2165,1358,13244
"11908","ENSMUSG00000046774",373,870,951,845,1355,985,1021,675,718,475,337,252,780,500,613,456,3987
"11909","ENSMUSG00000046785",5994,3275,2652,3299,3714,3371,2345,2489,2190,3006,2377,2273,2067,2500,3837,2614,7165
"11910","ENSMUSG00000046791",2755,1643,1784,1987,2112,2355,2202,2029,3354,1795,2921,2011,4537,2210,2465,2024,2344
"11911","ENSMUSG00000046792",1253,840,797,736,513,480,514,461,417,431,513,429,560,498,829,545,24507
"11912","ENSMUSG00000046793",20,20,20,20,20,20,20,20,20,20,20,26,28,45,65,52,6562
"11913","ENSMUSG00000046794",1656,596,180,138,206,96,144,124,77,184,76,52,188,156,266,238,12401
"11914","ENSMUSG00000046798",3319,1845,1703,2948,3523,4890,2339,2757,3242,2685,2694,2097,3470,2035,3823,2570,25422
"11915","ENSMUSG00000046805",52,20,38,42,94,176,20,20,20,53,26,20,20,23,26,42,4505
"11916","ENSMUSG00000046806",173,167,96,72,133,85,96,105,101,109,239,182,294,179,233,179,6290
"11917","ENSMUSG00000046807",20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,20,10208
"11918","ENSMUSG00000046808",4264,2926,2013,2196,3839,4222,4124,5516,3460,4500,2905,2030,3681,1960,9153,6516,95447
"11919","ENSMUSG00000046811",23,20,20,20,20,20,20,20,20,20,20,20,22,21,24,20,1541
"11920","ENSMUSG00000046814",20,20,20,24,34,30,70,31,138,179,134,147,241,177,150,153,4618
"11921","ENSMUSG00000046818",1631,1066,1189,1449,1317,1241,1673,1155,1455,888,1027,507,1848,677,1137,854,6722
"11922","ENSMUSG00000046822",1013,485,392,445,674,766,387,324,179,153,88,68,178,81,292,150,8889
"11923","ENSMUSG00000046826",20,20,20,20,20,20,20,20,28,33,89,62,108,99,196,157,15937
"11924","ENSMUSG00000046828",20,20,20,20,20,20,20,20,20,28,20,20,20,20,20,20,14892
"11925","ENSMUSG00000046834",20,20,20,20,20,20,20,20,20,20,20,20,20,20,34,25,5369
"11926","ENSMUSG00000046836",4162,3503,3447,4266,3940,4295,3671,3808,4018,3374,3317,2362,2795,2123,2622,1993,20898
"11927","ENSMUSG00000046841",10378,6063,4918,4778,6910,6723,6480,5814,6998,5658,3420,3043,3444,1823,3137,1791,7758
"11928","ENSMUSG00000046844",20,20,20,26,50,27,39,47,126,93,195,175,571,349,1164,784,168460
"11929","ENSMUSG00000046846",365,321,879,498,883,309,591,133,306,84,132,48,44,62,37,38,11480
"11930","ENSMUSG00000046854",88,59,42,67,45,24,76,47,42,52,47,64,193,191,380,232,8986
"11931","ENSMUSG00000046856",21,109,67,52,170,199,218,204,139,183,161,203,59,94,55,57,31853
"11932","ENSMUSG00000046861",2832,2523,1398,1723,1702,2114,2040,1914,2288,2065,1851,1652,2088,1581,1847,1229,9961
"11933","ENSMUSG00000046862",1950,2446,5661,3944,7237,6465,5183,3812,3949,2864,2492,1571,2198,1193,1850,1481,8666
"11934","ENSMUSG00000046865",8182,6260,5406,6214,6914,7311,6749,6412,7458,6030,7510,5441,9503,6960,7781,7094,9560
"11935","ENSMUSG00000046873",4086,2598,1926,1948,1446,1893,1526,1538,1715,2283,1526,1466,1932,2251,2499,1797,63345
"11936","ENSMUSG00000046876",894,425,659,467,289,209,293,138,183,164,128,93,214,205,407,267,415254
"11937","ENSMUSG00000046879",907,439,902,1196,3067,3413,2687,2830,6183,3909,6199,4328,2304,1571,523,1377,9716
"11938","ENSMUSG00000046881",34,58,239,141,213,90,220,48,44,29,28,20,20,20,20,20,11161
"11939","ENSMUSG00000046897",14378,12241,8539,10083,13531,12704,20024,19480,26032,23415,15311,13122,14363,10676,11380,8767,12358
"11940","ENSMUSG00000046908",34,20,20,20,20,20,21,20,51,20,32,22,25,20,20,20,2533
"11941","ENSMUSG00000046909",2182,1686,1086,1453,1838,2489,2049,2024,3388,2493,2263,1974,1671,1093,1308,1261,5498
"11942","ENSMUSG00000046942",656,619,528,624,543,719,494,553,632,566,350,272,274,212,79,95,48205
"11943","ENSMUSG00000046947",525,237,188,209,280,379,310,236,291,265,199,160,272,190,397,293,14897
"11944","ENSMUSG00000046949",1981,1687,1287,1757,2942,3121,3288,3353,3722,3234,2376,1823,3152,2583,3146,2550,23757
"11945","ENSMUSG00000046952",150,92,84,88,94,62,98,94,78,66,26,42,69,52,120,100,1227
"11946","ENSMUSG00000046957",51,23,88,33,77,26,108,30,34,20,24,20,20,20,20,20,1537
"11947","ENSMUSG00000046959",73,86,31,45,54,61,51,45,52,82,55,53,48,66,95,86,5692
"11948","ENSMUSG00000046961",24,20,20,20,20,20,20,20,20,20,20,20,28,20,69,30,91035
"11949","ENSMUSG00000046962",4661,4166,4143,4179,3446,4105,3106,2796,3517,3848,3082,2631,3925,3509,3560,3138,19266
"11950","ENSMUSG00000046971",240,251,167,137,102,122,160,135,195,209,281,139,142,106,20,28,14209
"11951","ENSMUSG00000046982",302,212,303,282,142,274,137,57,20,20,20,20,20,20,49,30,76080
"11952","ENSMUSG00000046985",2646,1846,2354,2586,2062,2298,1525,1543,1553,1424,1747,1285,1511,1501,1586,1340,51473
"11953","ENSMUSG00000046991",91,77,79,95,101,82,84,33,83,53,79,73,38,55,30,60,124640
"11954","ENSMUSG00000046993",33,33,27,20,20,25,20,20,20,20,20,20,20,20,20,20,1119
"11955","ENSMUSG00000046994",3839,2803,2866,3345,3215,3467,2850,2299,2453,2421,2146,1472,2243,2026,1965,1875,11294
"11956","ENSMUSG00000046997",51,26,24,38,109,128,116,168,261,151,171,103,262,103,246,124,75362
"11957","ENSMUSG00000046999",139,89,107,104,70,82,46,20,53,48,93,66,348,207,251,268,2578
"11958","ENSMUSG00000047003",4359,2916,980,1178,1673,1780,2347,2300,2185,2321,1840,1364,3865,2052,4365,3284,13149
"11959","ENSMUSG00000047013",68,235,130,167,140,105,107,94,105,113,140,215,342,293,313,241,33421
"11960","ENSMUSG00000047022",596,600,357,372,96,117,312,292,428,582,471,493,1312,1669,1731,1824,266773
"11961","ENSMUSG00000047025",20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,20,1865
"11962","ENSMUSG00000047026",681,570,411,647,646,513,514,568,180,262,41,21,20,20,20,20,24540
"11963","ENSMUSG00000047030",2280,1522,1554,1633,1724,1577,1782,1471,2000,1555,1724,1319,2450,1083,1879,1229,11755
"11964","ENSMUSG00000047036",11509,11555,11228,10901,10186,11251,10079,9915,9202,10437,14033,10867,12528,11790,14172,11963,21478
"11965","ENSMUSG00000047037",963,567,444,433,1185,1538,748,776,437,440,204,160,238,260,372,233,42388
"11966","ENSMUSG00000047040",502,358,101,87,101,98,170,138,162,167,261,186,420,274,181,147,9727
"11967","ENSMUSG00000047044",5135,3225,4231,5742,5216,6012,4011,4002,5569,4149,3698,2886,4112,2964,3563,2549,5236
"11968","ENSMUSG00000047045",3670,2348,2110,2170,1583,1353,2285,2028,2654,2607,2551,1973,3164,2326,3749,2715,162089
"11969","ENSMUSG00000047067",537,224,211,267,264,258,260,239,404,274,282,200,427,276,296,199,1455
"11970","ENSMUSG00000047084",5591,3572,1953,2268,3961,4456,4241,3885,5165,4402,3777,3146,5104,3902,4303,3609,4160
"11971","ENSMUSG00000047085",20,20,20,20,20,20,20,20,20,20,20,32,38,20,34,26,34334
"11972","ENSMUSG00000047090",680,434,249,253,302,327,285,289,292,278,181,157,436,231,524,318,4335
"11973","ENSMUSG00000047098",4492,3339,1780,1433,2266,1985,2666,1893,2536,1935,2085,1699,2542,1546,3173,1540,11986
"11974","ENSMUSG00000047108",20,20,22,20,30,22,20,21,20,21,20,28,20,20,25,20,1374
"11975","ENSMUSG00000047109",23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,93778
"11976","ENSMUSG00000047115",543,492,440,481,615,571,606,559,640,480,191,213,239,177,161,179,22801
"11977","ENSMUSG00000047123",463,301,282,227,336,346,225,230,125,156,165,133,185,117,230,146,7468
"11978","ENSMUSG00000047126",94375,77374,79301,73871,83260,83569,62565,64222,48497,66283,60470,51553,51197,49802,54836,50179,63215
"11979","ENSMUSG00000047139",7845,3684,5310,5547,2211,3256,862,1097,1991,1779,2095,1737,4813,1887,12754,5872,5982
"11980","ENSMUSG00000047141",5686,4517,4818,5551,4112,4106,3685,3876,3497,3884,1806,1723,1330,1463,1270,1006,71306
"11981","ENSMUSG00000047143",126,55,62,52,51,36,22,24,22,25,20,20,26,28,20,20,5635
"11982","ENSMUSG00000047146",55991,66345,27487,37004,39100,44704,43736,52179,37290,67664,35066,47679,24433,29903,16304,15857,104427
"11983","ENSMUSG00000047150",25,21,20,20,20,20,20,20,22,20,20,20,42,32,54,52,24643
"11984","ENSMUSG00000047153",3499,2808,1793,1506,1747,1791,1693,1546,1350,1846,1097,1014,1361,1294,3213,2099,13829
"11985","ENSMUSG00000047155",20,20,20,20,20,20,33,20,31,20,131,60,148,84,62,69,27959
"11986","ENSMUSG00000047171",20,20,20,20,20,20,20,20,20,20,20,20,20,20,77,34,2633
"11987","ENSMUSG00000047180",20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,20,10083
"11988","ENSMUSG00000047181",26,20,24,20,20,20,20,20,20,20,20,20,41,20,75,42,16209
"11989","ENSMUSG00000047182",36,28,20,20,20,20,44,30,33,41,72,54,106,91,66,41,2684
"11990","ENSMUSG00000047187",6375,3828,4270,5001,5176,6276,4169,4597,6925,5297,5028,3908,6788,4931,7927,5382,72135
"11991","ENSMUSG00000047193",2605,4841,3414,3208,3095,3611,2437,2809,1453,3045,3350,3404,2724,4234,3505,4399,255944
"11992","ENSMUSG00000047205",371,202,170,704,322,286,223,313,374,337,270,205,300,189,291,136,6057
"11993","ENSMUSG00000047207",39,89,50,66,92,64,69,87,54,166,69,84,20,48,20,20,5643
"11994","ENSMUSG00000047213",12688,9097,10123,11092,11050,12212,8481,8486,9475,9297,9921,7694,8704,7795,10107,7275,33826
"11995","ENSMUSG00000047215",108529,62183,59331,57455,64072,75956,57935,55890,80305,56518,60086,47199,89788,60882,81782,74721,3081
"11996","ENSMUSG00000047220",105,131,129,92,193,128,123,119,267,203,316,255,1400,1174,555,526,24874
"11997","ENSMUSG00000047221",1625,1320,864,1265,2728,2509,1832,1874,2500,1909,3028,2410,3944,2649,2409,1881,57167
"11998","ENSMUSG00000047227",185,139,240,286,303,311,225,232,185,229,126,73,114,116,284,152,6687
"11999","ENSMUSG00000047230",20,20,20,20,68,47,93,68,342,208,172,172,45,20,20,20,10559
"12000","ENSMUSG00000047238",1162,551,698,623,884,1043,582,620,769,597,538,424,864,622,991,786,1410
"12001","ENSMUSG00000047242",440,329,277,343,453,529,279,261,348,443,427,374,406,437,189,132,14276
"12002","ENSMUSG00000047246",10188,5069,2489,3402,5307,5333,6636,6324,6042,7631,5730,5891,10935,11777,8986,8497,37455
"12003","ENSMUSG00000047248",3276,3386,1435,1940,2940,2890,3518,3250,3112,3397,3682,3581,3928,2483,4569,3481,97920
"12004","ENSMUSG00000047250",20,39,131,86,911,713,1618,1687,462,357,20,32,29,23,20,20,21847
"12005","ENSMUSG00000047257",20,20,20,20,83,70,108,112,232,69,194,144,89,71,20,20,6726
"12006","ENSMUSG00000047260",3690,2475,3057,3379,3426,4456,3000,3259,4476,3461,4161,3363,4879,3503,3283,3008,1519
"12007","ENSMUSG00000047261",20,20,20,20,20,20,20,20,100,66,238,200,530,156,416,174,92210
"12008","ENSMUSG00000047264",844,326,240,208,325,314,291,244,254,247,285,254,377,223,588,469,4071
"12009","ENSMUSG00000047281",1154,813,1230,930,2864,4550,1401,1158,1518,759,625,450,1306,607,2329,1407,1613
"12010","ENSMUSG00000047284",7334,6016,3760,3590,4843,4531,6560,5182,6604,4499,7247,6305,7641,4889,7558,4813,12749
"12011","ENSMUSG00000047298",20,20,20,20,20,20,20,20,20,20,36,22,44,36,20,20,14592
"12012","ENSMUSG00000047342",1093,748,509,616,1052,1262,802,747,626,518,276,267,414,273,408,294,36886
"12013","ENSMUSG00000047343",38,341,60,104,76,109,84,87,53,92,55,101,20,63,55,86,10627
"12014","ENSMUSG00000047344",20,20,22,20,24,21,31,20,66,73,65,58,56,38,52,54,68184
"12015","ENSMUSG00000047361",145,184,127,125,98,80,133,139,346,382,375,357,206,295,60,58,120154
"12016","ENSMUSG00000047363",20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,20,13904
"12017","ENSMUSG00000047368",2320,1568,2165,2565,2510,3002,2134,2118,2408,2009,1372,988,2102,1580,2098,1455,32453
"12018","ENSMUSG00000047369",47,86,62,87,296,307,248,138,311,270,132,124,68,79,57,58,239216
"12019","ENSMUSG00000047370",194,132,100,62,68,134,92,102,98,106,84,34,102,52,108,54,492
"12020","ENSMUSG00000047371",523,255,292,255,209,279,189,172,194,134,258,161,363,235,482,328,2795
"12021","ENSMUSG00000047379",20,20,20,20,21,22,20,20,20,20,20,20,20,20,20,20,2306
"12022","ENSMUSG00000047384",20,20,20,20,20,20,20,20,20,20,26,20,20,20,20,20,2097
"12023","ENSMUSG00000047388",16783,11709,8458,9319,9860,10133,8677,8250,7944,7193,5372,4805,7403,4554,5205,4133,17053
"12024","ENSMUSG00000047394",20,20,20,20,20,20,20,20,20,20,20,20,20,26,36,69,2139
"12025","ENSMUSG00000047407",12938,11444,15835,14080,17461,20293,14977,13657,14253,11836,11532,8722,11663,9525,13334,11029,9342
"12026","ENSMUSG00000047409",139,113,84,107,100,45,143,89,96,66,130,86,337,165,548,302,117546
"12027","ENSMUSG00000047412",17079,14526,18301,15176,14728,17105,9381,8534,4873,5344,2652,2666,3427,3307,4685,3773,45242
"12028","ENSMUSG00000047414",1272,776,739,873,561,348,370,262,246,258,208,191,180,194,162,100,92990
"12029","ENSMUSG00000047415",93,51,30,39,24,35,21,20,20,20,28,34,72,38,54,32,31517
"12030","ENSMUSG00000047417",5536,3680,3049,2505,3362,3002,3909,2994,4216,3211,4090,3271,4886,3165,4968,3097,20639
"12031","ENSMUSG00000047419",23,43,29,106,159,146,146,194,264,219,312,258,90,91,20,20,104012
"12032","ENSMUSG00000047423",2224,1254,941,901,1444,1474,1237,1067,1326,1004,1298,1007,2136,1128,1724,1474,2170
"12033","ENSMUSG00000047434",4508,2890,2174,2289,2937,2792,2618,2513,2391,2250,1453,1256,2422,1773,2272,1792,126289
"12034","ENSMUSG00000047443",104,205,97,68,81,55,99,90,91,95,220,197,401,262,521,295,7788
"12035","ENSMUSG00000047446",3569,1591,1832,2214,1589,1739,2337,2395,6493,4873,5435,3642,3889,4998,3200,3869,32579
"12036","ENSMUSG00000047454",1554,1151,1071,1001,546,503,791,706,807,1069,624,609,753,959,1230,927,458394
"12037","ENSMUSG00000047459",3552,2379,2439,2854,3644,3665,3580,3221,4489,2733,2942,2253,4152,2768,3317,2727,13745
"12038","ENSMUSG00000047466",10669,8916,6806,8858,9713,10722,8279,8697,8526,8690,8367,6696,8382,7427,7150,5700,82994
"12039","ENSMUSG00000047473",1115,759,255,287,333,389,216,237,131,247,161,123,325,310,482,373,10705
"12040","ENSMUSG00000047485",313,238,545,494,824,919,349,269,57,36,20,20,20,20,36,35,1935
"12041","ENSMUSG00000047492",127,37,20,20,20,20,29,20,20,60,20,21,176,166,71,85,5555
"12042","ENSMUSG00000047495",28,24,38,20,25,20,40,23,20,20,20,20,20,20,21,34,751816
"12043","ENSMUSG00000047496",95,93,40,36,31,22,31,59,149,192,135,164,62,75,34,44,79797
"12044","ENSMUSG00000047497",20,20,20,20,20,20,20,20,20,20,20,20,20,20,42,27,284442
"12045","ENSMUSG00000047501",12369,5085,4961,2446,2447,4356,2130,2316,4794,4910,3081,3072,5252,3759,7513,3778,1816
"12046","ENSMUSG00000047502",35,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,50509
"12047","ENSMUSG00000047507",35,50,67,45,52,36,38,30,29,44,54,44,53,55,132,126,13706
"12048","ENSMUSG00000047509",20,20,20,20,20,20,20,20,24,20,20,20,30,20,20,20,900
"12049","ENSMUSG00000047514",9690,5219,7043,6451,6945,6599,5834,5402,5546,5123,3294,2544,3791,3040,5202,3578,3086
"12050","ENSMUSG00000047515",73,93,196,198,118,142,93,79,44,57,113,51,64,81,73,91,13037
"12051","ENSMUSG00000047518",20,68,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4431
"12052","ENSMUSG00000047528",20,24,20,20,33,46,22,20,27,20,20,20,20,20,20,20,49087
"12053","ENSMUSG00000047531",151,89,107,92,141,95,69,76,20,20,20,20,20,20,20,20,6847
"12054","ENSMUSG00000047534",9464,9216,8308,10940,11205,14133,8695,8885,10905,12274,8494,6288,6807,5854,8345,5870,39871
"12055","ENSMUSG00000047539",6409,5285,5612,5351,5627,6188,4621,4482,5472,4638,4401,3359,3801,3846,4112,3677,28528
"12056","ENSMUSG00000047547",5713,2683,1882,1900,1621,2364,1542,1389,2156,857,931,755,1393,911,763,499,18944
"12057","ENSMUSG00000047554",3952,2739,2997,3536,3290,3330,2671,2698,2949,2346,1793,1353,1807,1402,1450,1049,14743
"12058","ENSMUSG00000047557",728,506,648,685,651,569,441,337,565,431,864,690,525,433,144,74,5929
"12059","ENSMUSG00000047583",1232,1170,1039,903,927,1107,732,723,881,459,655,498,511,383,530,581,20674
"12060","ENSMUSG00000047591",300,210,251,318,108,84,108,74,98,62,36,20,70,66,52,20,2739
"12061","ENSMUSG00000047592",20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,27466
"12062","ENSMUSG00000047603",1119,810,239,325,836,738,705,769,715,594,602,495,828,575,600,565,9073
"12063","ENSMUSG00000047604",236,146,642,603,444,496,384,368,396,432,206,144,356,370,541,534,2161
"12064","ENSMUSG00000047613",2515,1905,1320,1592,2836,3598,2940,3033,3671,2431,2485,2013,4321,2764,2870,2520,4689
"12065","ENSMUSG00000047617",168,72,120,80,120,83,78,73,74,50,48,34,88,71,178,154,5954
"12066","ENSMUSG00000047631",127,74,133,115,26,20,20,48,73,70,44,32,24,27,20,20,2157
"12067","ENSMUSG00000047632",42,23,20,20,23,38,20,20,24,47,42,29,114,89,242,104,2066
